flight_id,flight_no,actual_departure,actual_arrival,aircraft_code,departure_airport,arrival_airport,fare_conditions,range,count_seats,sum_amount,travel_time
68917,PG0295,,,SU9,OVB,NOZ,,3000,97,,
68918,PG0295,2016-11-12T13:22:00Z,2016-11-12T13:47:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68919,PG0296,2016-12-21T10:18:00Z,2016-12-21T10:43:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68919,PG0296,2016-12-21T10:18:00Z,2016-12-21T10:43:00Z,SU9,OVB,NOZ,Economy,3000,7857,23716500.00,25.0
68920,PG0295,2016-12-21T13:22:00Z,2016-12-21T13:47:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68921,PG0295,2017-02-10T13:25:00Z,2017-02-10T13:50:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68922,PG0296,2017-05-27T10:17:00Z,2017-05-27T10:42:00Z,SU9,OVB,NOZ,Business,3000,970,8827000.00,25.0
68922,PG0296,2017-05-27T10:17:00Z,2017-05-27T10:42:00Z,SU9,OVB,NOZ,Economy,3000,7275,21970500.00,25.0
68923,PG0296,2017-04-17T10:17:00Z,2017-04-17T10:42:00Z,SU9,OVB,NOZ,Business,3000,1067,9709700.00,25.0
68923,PG0296,2017-04-17T10:17:00Z,2017-04-17T10:42:00Z,SU9,OVB,NOZ,Economy,3000,7469,22552500.00,25.0
68924,PG0296,2016-08-18T10:17:00Z,2016-08-18T10:42:00Z,SU9,OVB,NOZ,Business,3000,873,7944300.00,25.0
68924,PG0296,2016-08-18T10:17:00Z,2016-08-18T10:42:00Z,SU9,OVB,NOZ,Economy,3000,6208,18769500.00,25.0
68925,PG0295,2016-08-18T13:23:00Z,2016-08-18T13:48:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68926,PG0296,2017-05-06T10:17:00Z,2017-05-06T10:42:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68926,PG0296,2017-05-06T10:17:00Z,2017-05-06T10:42:00Z,SU9,OVB,NOZ,Economy,3000,7857,23716500.00,25.0
68927,PG0296,2017-05-01T10:18:00Z,2017-05-01T10:43:00Z,SU9,OVB,NOZ,Business,3000,1067,9709700.00,25.0
68927,PG0296,2017-05-01T10:18:00Z,2017-05-01T10:43:00Z,SU9,OVB,NOZ,Economy,3000,7760,23425500.00,25.0
68928,PG0295,2017-05-01T13:22:00Z,2017-05-01T13:47:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68929,PG0296,2017-01-01T10:16:00Z,2017-01-01T10:41:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68929,PG0296,2017-01-01T10:16:00Z,2017-01-01T10:41:00Z,SU9,OVB,NOZ,Economy,3000,7857,23687400.00,25.0
68930,PG0296,2017-06-09T10:18:00Z,2017-06-09T10:43:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68930,PG0296,2017-06-09T10:18:00Z,2017-06-09T10:43:00Z,SU9,OVB,NOZ,Economy,3000,8148,24560400.00,25.0
68931,PG0295,2017-06-09T13:25:00Z,2017-06-09T13:50:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68932,PG0295,2017-01-17T13:21:00Z,2017-01-17T13:46:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68933,PG0295,2017-04-17T13:21:00Z,2017-04-17T13:47:00Z,SU9,OVB,NOZ,,3000,97,,26.0
68934,PG0296,2017-03-15T10:17:00Z,2017-03-15T10:42:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68934,PG0296,2017-03-15T10:17:00Z,2017-03-15T10:42:00Z,SU9,OVB,NOZ,Economy,3000,8051,24298500.00,25.0
68935,PG0296,,,SU9,OVB,NOZ,Business,3000,1067,9709700.00,
68935,PG0296,,,SU9,OVB,NOZ,Economy,3000,8051,24298500.00,
68936,PG0295,2017-03-15T13:23:00Z,2017-03-15T13:48:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68937,PG0295,2016-11-24T13:22:00Z,2016-11-24T13:47:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68938,PG0296,2016-10-25T10:16:00Z,2016-10-25T10:41:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68938,PG0296,2016-10-25T10:16:00Z,2016-10-25T10:41:00Z,SU9,OVB,NOZ,Economy,3000,7566,22843500.00,25.0
68939,PG0296,2016-11-24T10:21:00Z,2016-11-24T10:46:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68939,PG0296,2016-11-24T10:21:00Z,2016-11-24T10:46:00Z,SU9,OVB,NOZ,Economy,3000,8051,24298500.00,25.0
68940,PG0296,2017-02-14T10:18:00Z,2017-02-14T10:43:00Z,SU9,OVB,NOZ,Business,3000,873,7944300.00,25.0
68940,PG0296,2017-02-14T10:18:00Z,2017-02-14T10:43:00Z,SU9,OVB,NOZ,Economy,3000,7275,21970500.00,25.0
68941,PG0295,2016-10-21T13:23:00Z,2016-10-21T13:48:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68942,PG0295,2017-02-14T13:22:00Z,2017-02-14T13:47:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68943,PG0295,2016-12-03T13:23:00Z,2016-12-03T13:48:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68944,PG0296,2017-02-24T10:19:00Z,2017-02-24T10:44:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68944,PG0296,2017-02-24T10:19:00Z,2017-02-24T10:44:00Z,SU9,OVB,NOZ,Economy,3000,8245,24880500.00,25.0
68945,PG0296,2016-09-15T10:16:00Z,2016-09-15T10:41:00Z,SU9,OVB,NOZ,Business,3000,1067,9709700.00,25.0
68945,PG0296,2016-09-15T10:16:00Z,2016-09-15T10:41:00Z,SU9,OVB,NOZ,Economy,3000,7954,24007500.00,25.0
68946,PG0295,2017-02-24T13:24:00Z,2017-02-24T13:49:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68947,PG0296,2016-12-03T10:17:00Z,2016-12-03T10:42:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68947,PG0296,2016-12-03T10:17:00Z,2016-12-03T10:42:00Z,SU9,OVB,NOZ,Economy,3000,8051,24269400.00,25.0
68948,PG0295,2017-01-01T13:21:00Z,2017-01-01T13:46:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68949,PG0295,2017-06-11T13:23:00Z,2017-06-11T13:48:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68950,PG0295,2016-08-15T13:25:00Z,2016-08-15T13:50:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68951,PG0295,2016-09-24T13:27:00Z,2016-09-24T13:52:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68952,PG0296,2017-06-05T10:21:00Z,2017-06-05T10:45:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,24.0
68952,PG0296,2017-06-05T10:21:00Z,2017-06-05T10:45:00Z,SU9,OVB,NOZ,Economy,3000,7954,24007500.00,24.0
68953,PG0296,2017-06-11T10:21:00Z,2017-06-11T10:46:00Z,SU9,OVB,NOZ,Business,3000,1067,9709700.00,25.0
68953,PG0296,2017-06-11T10:21:00Z,2017-06-11T10:46:00Z,SU9,OVB,NOZ,Economy,3000,8245,24880500.00,25.0
68954,PG0295,2016-10-25T13:21:00Z,2016-10-25T13:46:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68955,PG0296,2016-09-24T10:17:00Z,2016-09-24T10:42:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68955,PG0296,2016-09-24T10:17:00Z,2016-09-24T10:42:00Z,SU9,OVB,NOZ,Economy,3000,8245,24880500.00,25.0
68956,PG0296,2016-08-29T10:17:00Z,2016-08-29T10:42:00Z,SU9,OVB,NOZ,Business,3000,970,8827000.00,25.0
68956,PG0296,2016-08-29T10:17:00Z,2016-08-29T10:42:00Z,SU9,OVB,NOZ,Economy,3000,8051,24269400.00,25.0
68957,PG0295,2016-08-29T13:23:00Z,2016-08-29T13:47:00Z,SU9,OVB,NOZ,,3000,97,,24.0
68958,PG0295,2017-06-05T13:22:00Z,2017-06-05T13:47:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68959,PG0296,2017-08-06T10:17:00Z,2017-08-06T10:42:00Z,SU9,OVB,NOZ,Business,3000,970,8827000.00,25.0
68959,PG0296,2017-08-06T10:17:00Z,2017-08-06T10:42:00Z,SU9,OVB,NOZ,Economy,3000,7857,23716500.00,25.0
68960,PG0295,2017-08-06T13:24:00Z,2017-08-06T13:49:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68961,PG0295,2017-04-02T13:26:00Z,2017-04-02T13:52:00Z,SU9,OVB,NOZ,,3000,97,,26.0
68962,PG0296,2017-04-02T10:15:00Z,2017-04-02T10:40:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68962,PG0296,2017-04-02T10:15:00Z,2017-04-02T10:40:00Z,SU9,OVB,NOZ,Economy,3000,7372,22232400.00,25.0
68963,PG0295,2016-09-09T13:22:00Z,2016-09-09T13:47:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68964,PG0296,2016-09-09T10:18:00Z,2016-09-09T10:43:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68964,PG0296,2016-09-09T10:18:00Z,2016-09-09T10:43:00Z,SU9,OVB,NOZ,Economy,3000,8051,24298500.00,25.0
68965,PG0295,2017-07-02T17:09:00Z,2017-07-02T17:34:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68966,PG0296,2017-07-02T10:18:00Z,2017-07-02T10:43:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68966,PG0296,2017-07-02T10:18:00Z,2017-07-02T10:43:00Z,SU9,OVB,NOZ,Economy,3000,8051,24298500.00,25.0
68967,PG0296,2016-11-11T10:18:00Z,2016-11-11T10:43:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68967,PG0296,2016-11-11T10:18:00Z,2016-11-11T10:43:00Z,SU9,OVB,NOZ,Economy,3000,8148,24560400.00,25.0
68968,PG0296,2017-06-01T10:19:00Z,2017-06-01T10:44:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68968,PG0296,2017-06-01T10:19:00Z,2017-06-01T10:44:00Z,SU9,OVB,NOZ,Economy,3000,8051,24269400.00,25.0
68969,PG0295,2017-04-08T13:21:00Z,2017-04-08T13:46:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68970,PG0295,2017-04-25T13:23:00Z,2017-04-25T13:48:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68971,PG0295,2016-10-07T13:23:00Z,2016-10-07T13:48:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68972,PG0296,2017-04-25T10:18:00Z,2017-04-25T10:43:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68972,PG0296,2017-04-25T10:18:00Z,2017-04-25T10:43:00Z,SU9,OVB,NOZ,Economy,3000,7954,24007500.00,25.0
68973,PG0296,2017-01-22T13:31:00Z,2017-01-22T13:56:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68973,PG0296,2017-01-22T13:31:00Z,2017-01-22T13:56:00Z,SU9,OVB,NOZ,Economy,3000,8051,24298500.00,25.0
68974,PG0295,2017-06-01T13:21:00Z,2017-06-01T13:46:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68975,PG0296,,,SU9,OVB,NOZ,Business,3000,582,5296200.00,
68975,PG0296,,,SU9,OVB,NOZ,Economy,3000,4850,14666400.00,
68976,PG0295,,,SU9,OVB,NOZ,,3000,97,,
68977,PG0295,2016-10-18T13:20:00Z,2016-10-18T13:45:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68978,PG0296,2016-12-14T10:21:00Z,2016-12-14T10:46:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68978,PG0296,2016-12-14T10:21:00Z,2016-12-14T10:46:00Z,SU9,OVB,NOZ,Economy,3000,7663,23134500.00,25.0
68979,PG0296,2016-10-18T10:19:00Z,2016-10-18T10:44:00Z,SU9,OVB,NOZ,Business,3000,970,8827000.00,25.0
68979,PG0296,2016-10-18T10:19:00Z,2016-10-18T10:44:00Z,SU9,OVB,NOZ,Economy,3000,7469,22552500.00,25.0
68980,PG0295,2016-09-15T13:25:00Z,2016-09-15T13:50:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68981,PG0296,2017-06-03T10:18:00Z,2017-06-03T10:43:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68981,PG0296,2017-06-03T10:18:00Z,2017-06-03T10:43:00Z,SU9,OVB,NOZ,Economy,3000,8148,24589500.00,25.0
68982,PG0295,2017-07-16T13:23:00Z,2017-07-16T13:48:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68983,PG0296,2017-07-16T10:18:00Z,2017-07-16T10:43:00Z,SU9,OVB,NOZ,Business,3000,1067,9709700.00,25.0
68983,PG0296,2017-07-16T10:18:00Z,2017-07-16T10:43:00Z,SU9,OVB,NOZ,Economy,3000,7954,24007500.00,25.0
68984,PG0296,,,SU9,OVB,NOZ,Business,3000,1164,10592400.00,
68984,PG0296,,,SU9,OVB,NOZ,Economy,3000,8148,24560400.00,
68985,PG0295,,,SU9,OVB,NOZ,,3000,97,,
68986,PG0296,2017-06-10T10:17:00Z,2017-06-10T10:42:00Z,SU9,OVB,NOZ,Business,3000,1067,9709700.00,25.0
68986,PG0296,2017-06-10T10:17:00Z,2017-06-10T10:42:00Z,SU9,OVB,NOZ,Economy,3000,7566,22843500.00,25.0
68987,PG0296,2016-12-15T10:18:00Z,2016-12-15T10:43:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68987,PG0296,2016-12-15T10:18:00Z,2016-12-15T10:43:00Z,SU9,OVB,NOZ,Economy,3000,8051,24298500.00,25.0
68988,PG0296,2017-06-22T10:18:00Z,2017-06-22T10:43:00Z,SU9,OVB,NOZ,Business,3000,1067,9709700.00,25.0
68988,PG0296,2017-06-22T10:18:00Z,2017-06-22T10:43:00Z,SU9,OVB,NOZ,Economy,3000,7954,24007500.00,25.0
68989,PG0295,2017-06-22T13:21:00Z,2017-06-22T13:46:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68990,PG0296,2017-05-15T10:17:00Z,2017-05-15T10:42:00Z,SU9,OVB,NOZ,Business,3000,1067,9709700.00,25.0
68990,PG0296,2017-05-15T10:17:00Z,2017-05-15T10:42:00Z,SU9,OVB,NOZ,Economy,3000,8148,24589500.00,25.0
68991,PG0295,2017-05-15T13:22:00Z,2017-05-15T13:47:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68992,PG0295,2017-02-27T16:57:00Z,2017-02-27T17:22:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68993,PG0296,2017-02-27T13:22:00Z,2017-02-27T13:47:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68993,PG0296,2017-02-27T13:22:00Z,2017-02-27T13:47:00Z,SU9,OVB,NOZ,Economy,3000,7954,24007500.00,25.0
68994,PG0296,2017-01-26T10:18:00Z,2017-01-26T10:43:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68994,PG0296,2017-01-26T10:18:00Z,2017-01-26T10:43:00Z,SU9,OVB,NOZ,Economy,3000,7372,22232400.00,25.0
68995,PG0296,2016-08-16T10:15:00Z,2016-08-16T10:40:00Z,SU9,OVB,NOZ,Business,3000,970,8827000.00,25.0
68995,PG0296,2016-08-16T10:15:00Z,2016-08-16T10:40:00Z,SU9,OVB,NOZ,Economy,3000,6402,19322400.00,25.0
68996,PG0295,2016-08-16T13:24:00Z,2016-08-16T13:49:00Z,SU9,OVB,NOZ,,3000,97,,25.0
68997,PG0296,2017-01-21T10:16:00Z,2017-01-21T10:41:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68997,PG0296,2017-01-21T10:16:00Z,2017-01-21T10:41:00Z,SU9,OVB,NOZ,Economy,3000,7760,23425500.00,25.0
68998,PG0296,2017-04-28T10:16:00Z,2017-04-28T10:41:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
68998,PG0296,2017-04-28T10:16:00Z,2017-04-28T10:41:00Z,SU9,OVB,NOZ,Economy,3000,8051,24298500.00,25.0
68999,PG0295,2016-12-09T13:24:00Z,2016-12-09T13:49:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69000,PG0295,2017-03-24T13:22:00Z,2017-03-24T13:47:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69001,PG0296,2016-12-09T10:15:00Z,2016-12-09T10:40:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
69001,PG0296,2016-12-09T10:15:00Z,2016-12-09T10:40:00Z,SU9,OVB,NOZ,Economy,3000,7760,23425500.00,25.0
69002,PG0295,2016-09-23T13:24:00Z,2016-09-23T13:49:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69003,PG0295,2016-11-09T13:25:00Z,2016-11-09T13:50:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69004,PG0296,2016-10-07T10:18:00Z,2016-10-07T10:43:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
69004,PG0296,2016-10-07T10:18:00Z,2016-10-07T10:43:00Z,SU9,OVB,NOZ,Economy,3000,8148,24589500.00,25.0
69005,PG0295,2017-04-28T13:23:00Z,2017-04-28T13:48:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69006,PG0296,2016-09-21T10:17:00Z,2016-09-21T10:42:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
69006,PG0296,2016-09-21T10:17:00Z,2016-09-21T10:42:00Z,SU9,OVB,NOZ,Economy,3000,8051,24298500.00,25.0
69007,PG0295,,,SU9,OVB,NOZ,,3000,97,,
69008,PG0296,,,SU9,OVB,NOZ,Business,3000,1164,10592400.00,
69008,PG0296,,,SU9,OVB,NOZ,Economy,3000,8245,24880500.00,
69009,PG0296,2017-01-25T10:18:00Z,2017-01-25T10:43:00Z,SU9,OVB,NOZ,Business,3000,1067,9709700.00,25.0
69009,PG0296,2017-01-25T10:18:00Z,2017-01-25T10:43:00Z,SU9,OVB,NOZ,Economy,3000,8148,24589500.00,25.0
69010,PG0295,2017-02-28T13:22:00Z,2017-02-28T13:47:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69011,PG0295,2017-01-25T13:21:00Z,2017-01-25T13:46:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69012,PG0296,2017-02-28T10:17:00Z,2017-02-28T10:42:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
69012,PG0296,2017-02-28T10:17:00Z,2017-02-28T10:42:00Z,SU9,OVB,NOZ,Economy,3000,7857,23716500.00,25.0
69013,PG0296,2017-07-28T10:16:00Z,2017-07-28T10:41:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
69013,PG0296,2017-07-28T10:16:00Z,2017-07-28T10:41:00Z,SU9,OVB,NOZ,Economy,3000,7663,23134500.00,25.0
69014,PG0295,2017-07-28T13:20:00Z,2017-07-28T13:45:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69015,PG0296,2017-05-23T10:17:00Z,2017-05-23T10:42:00Z,SU9,OVB,NOZ,Business,3000,1067,9709700.00,25.0
69015,PG0296,2017-05-23T10:17:00Z,2017-05-23T10:42:00Z,SU9,OVB,NOZ,Economy,3000,8051,24298500.00,25.0
69016,PG0296,2017-02-04T10:19:00Z,2017-02-04T10:44:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
69016,PG0296,2017-02-04T10:19:00Z,2017-02-04T10:44:00Z,SU9,OVB,NOZ,Economy,3000,8148,24589500.00,25.0
69017,PG0296,2016-09-07T10:22:00Z,2016-09-07T10:47:00Z,SU9,OVB,NOZ,Business,3000,1067,9709700.00,25.0
69017,PG0296,2016-09-07T10:22:00Z,2016-09-07T10:47:00Z,SU9,OVB,NOZ,Economy,3000,7857,23716500.00,25.0
69018,PG0295,2016-09-07T13:21:00Z,2016-09-07T13:46:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69019,PG0296,2017-04-08T13:49:00Z,2017-04-08T14:14:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
69019,PG0296,2017-04-08T13:49:00Z,2017-04-08T14:14:00Z,SU9,OVB,NOZ,Economy,3000,7663,23134500.00,25.0
69020,PG0295,2017-02-04T13:25:00Z,2017-02-04T13:50:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69021,PG0296,2017-03-08T10:16:00Z,2017-03-08T10:41:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
69021,PG0296,2017-03-08T10:16:00Z,2017-03-08T10:41:00Z,SU9,OVB,NOZ,Economy,3000,7663,23105400.00,25.0
69022,PG0295,2017-03-08T13:21:00Z,2017-03-08T13:46:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69023,PG0296,2017-03-24T10:20:00Z,2017-03-24T10:45:00Z,SU9,OVB,NOZ,Business,3000,1067,9709700.00,25.0
69023,PG0296,2017-03-24T10:20:00Z,2017-03-24T10:45:00Z,SU9,OVB,NOZ,Economy,3000,7760,23396400.00,25.0
69024,PG0295,2016-11-14T13:25:00Z,2016-11-14T13:50:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69025,PG0295,2017-05-23T13:23:00Z,2017-05-23T13:48:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69026,PG0296,2017-08-01T10:17:00Z,2017-08-01T10:42:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
69026,PG0296,2017-08-01T10:17:00Z,2017-08-01T10:42:00Z,SU9,OVB,NOZ,Economy,3000,8245,24880500.00,25.0
69027,PG0295,2017-08-01T13:21:00Z,2017-08-01T13:46:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69028,PG0296,2017-01-20T10:18:00Z,2017-01-20T10:43:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
69028,PG0296,2017-01-20T10:18:00Z,2017-01-20T10:43:00Z,SU9,OVB,NOZ,Economy,3000,8051,24298500.00,25.0
69029,PG0295,2017-04-09T13:25:00Z,2017-04-09T13:50:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69030,PG0295,2017-01-20T13:22:00Z,2017-01-20T13:47:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69031,PG0296,2016-11-14T13:42:00Z,2016-11-14T14:07:00Z,SU9,OVB,NOZ,Business,3000,582,5296200.00,25.0
69031,PG0296,2016-11-14T13:42:00Z,2016-11-14T14:07:00Z,SU9,OVB,NOZ,Economy,3000,7081,21359400.00,25.0
69032,PG0296,2016-09-12T10:16:00Z,2016-09-12T10:41:00Z,SU9,OVB,NOZ,Business,3000,873,7944300.00,25.0
69032,PG0296,2016-09-12T10:16:00Z,2016-09-12T10:41:00Z,SU9,OVB,NOZ,Economy,3000,7857,23716500.00,25.0
69033,PG0296,2017-07-15T10:17:00Z,2017-07-15T10:42:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
69033,PG0296,2017-07-15T10:17:00Z,2017-07-15T10:42:00Z,SU9,OVB,NOZ,Economy,3000,7857,23716500.00,25.0
69034,PG0295,2017-06-10T13:22:00Z,2017-06-10T13:47:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69035,PG0296,2017-01-17T10:17:00Z,2017-01-17T10:42:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
69035,PG0296,2017-01-17T10:17:00Z,2017-01-17T10:42:00Z,SU9,OVB,NOZ,Economy,3000,8148,24589500.00,25.0
69036,PG0295,2016-09-12T13:23:00Z,2016-09-12T13:48:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69037,PG0295,2017-07-15T13:23:00Z,2017-07-15T13:48:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69038,PG0296,2017-06-28T10:20:00Z,2017-06-28T10:45:00Z,SU9,OVB,NOZ,Business,3000,970,8827000.00,25.0
69038,PG0296,2017-06-28T10:20:00Z,2017-06-28T10:45:00Z,SU9,OVB,NOZ,Economy,3000,7566,22843500.00,25.0
69039,PG0295,2017-06-28T13:24:00Z,2017-06-28T13:49:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69040,PG0295,2017-02-01T13:24:00Z,2017-02-01T13:49:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69041,PG0295,2016-12-08T13:22:00Z,2016-12-08T13:47:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69042,PG0296,2017-02-01T10:19:00Z,2017-02-01T10:44:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
69042,PG0296,2017-02-01T10:19:00Z,2017-02-01T10:44:00Z,SU9,OVB,NOZ,Economy,3000,8148,24589500.00,25.0
69043,PG0295,2016-09-02T13:26:00Z,2016-09-02T13:51:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69044,PG0296,2016-09-02T10:20:00Z,2016-09-02T10:45:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
69044,PG0296,2016-09-02T10:20:00Z,2016-09-02T10:45:00Z,SU9,OVB,NOZ,Economy,3000,7954,24007500.00,25.0
69045,PG0296,,,SU9,OVB,NOZ,Business,3000,970,8827000.00,
69045,PG0296,,,SU9,OVB,NOZ,Economy,3000,5626,16936200.00,
69046,PG0295,2017-07-23T13:26:00Z,2017-07-23T13:51:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69047,PG0295,2017-05-21T13:21:00Z,2017-05-21T13:46:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69048,PG0296,2017-07-23T10:16:00Z,2017-07-23T10:41:00Z,SU9,OVB,NOZ,Business,3000,970,8827000.00,25.0
69048,PG0296,2017-07-23T10:16:00Z,2017-07-23T10:41:00Z,SU9,OVB,NOZ,Economy,3000,8051,24298500.00,25.0
69049,PG0295,2017-08-07T13:24:00Z,2017-08-07T13:49:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69050,PG0296,2016-11-10T10:15:00Z,2016-11-10T10:40:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
69050,PG0296,2016-11-10T10:15:00Z,2016-11-10T10:40:00Z,SU9,OVB,NOZ,Economy,3000,8148,24589500.00,25.0
69051,PG0295,2017-07-29T13:26:00Z,2017-07-29T13:51:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69052,PG0296,2017-07-29T10:18:00Z,2017-07-29T10:43:00Z,SU9,OVB,NOZ,Business,3000,1067,9709700.00,25.0
69052,PG0296,2017-07-29T10:18:00Z,2017-07-29T10:43:00Z,SU9,OVB,NOZ,Economy,3000,7372,22261500.00,25.0
69053,PG0296,2017-05-21T10:18:00Z,2017-05-21T10:43:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
69053,PG0296,2017-05-21T10:18:00Z,2017-05-21T10:43:00Z,SU9,OVB,NOZ,Economy,3000,7760,23396400.00,25.0
69054,PG0295,2016-09-16T13:21:00Z,2016-09-16T13:46:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69055,PG0295,2016-10-20T13:23:00Z,2016-10-20T13:48:00Z,SU9,OVB,NOZ,,3000,97,,25.0
69056,PG0296,2016-10-20T10:18:00Z,2016-10-20T10:43:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
69056,PG0296,2016-10-20T10:18:00Z,2016-10-20T10:43:00Z,SU9,OVB,NOZ,Economy,3000,8148,24589500.00,25.0
69057,PG0296,2016-09-16T10:21:00Z,2016-09-16T10:46:00Z,SU9,OVB,NOZ,Business,3000,1164,10592400.00,25.0
